u,v,length,highway,geometry,edge_id
253949459,1863991565,60.10855563670175,primary,"LINESTRING (76.9292928 8.5248753, 76.9293605 8.5247439, 76.929419 8.5246151, 76.9294724 8.5243688)",182
253949459,11183063798,64.64737689390392,residential,"LINESTRING (76.9292928 8.5248753, 76.9295236 8.5250022, 76.9296274 8.5250456, 76.9297777 8.5250887, 76.9298312 8.5250996)",183
253949460,5702189923,12.430116048786802,secondary,"LINESTRING (76.9296859 8.522257, 76.9296392 8.5221552)",184
253949460,6970793491,32.024215756304585,primary,"LINESTRING (76.9296859 8.522257, 76.9298199 8.5220013)",185
253949461,7509565102,149.2225324636136,primary,"LINESTRING (76.9313509 8.518617, 76.9314961 8.5183219, 76.9315828 8.5181251, 76.9316844 8.5179767, 76.9319981 8.5176447, 76.9321174 8.5175286)",186
253949461,7509565109,178.13598219091128,residential,"LINESTRING (76.9313509 8.518617, 76.9318728 8.5186447, 76.9324964 8.5186653, 76.9328361 8.5186692, 76.9329668 8.5186964)",187
253949507,5702091025,10.597172341261562,secondary,"LINESTRING (76.9287476 8.5294061, 76.9286563 8.5294366)",188
253949507,7008009885,44.625213481791505,primary,"LINESTRING (76.9287476 8.5294061, 76.92868 8.5291274, 76.9286568 8.529015)",189
253949521,5702189939,14.042101904883943,secondary,"LINESTRING (76.9338551 8.516137, 76.9338078 8.5160197)",190
253949521,6968305147,86.6460092923887,primary,"LINESTRING (76.9338551 8.516137, 76.9339333 8.5161027, 76.9345812 8.5158345)",191
253949521,7509565140,42.91884949371615,residential,"LINESTRING (76.9338551 8.516137, 76.9338797 8.5162119, 76.9340042 8.5164445, 76.9340193 8.5164698, 76.9340246 8.5164835)",192
253949528,2444929057,29.967282231632282,secondary,"LINESTRING (76.9373599 8.5147105, 76.937523 8.5144946)",193
253949528,5702189949,38.311879940951876,secondary,"LINESTRING (76.9373599 8.5147105, 76.9372564 8.5148865, 76.93723 8.514922, 76.9371987 8.5149527, 76.9371557 8.5149848)",194
253949528,12084361310,91.99347375388152,residential,"LINESTRING (76.9373599 8.5147105, 76.9371861 8.5146472, 76.9367723 8.5146062, 76.9367925 8.5143742)",195
253949537,12084361330,11.326365483981066,tertiary,"LINESTRING (76.9379336 8.510604, 76.9379561 8.5105046)",196
253949537,7497408130,55.45978863310983,tertiary,"LINESTRING (76.9379336 8.510604, 76.9378999 8.5107743, 76.9378954 8.5110995)",197
253949537,12084361327,73.39223503806213,residential,"LINESTRING (76.9379336 8.510604, 76.9383683 8.5105763, 76.9383606 8.5108054)",198
304987362,6970597845,30.952971732183386,secondary,"LINESTRING (76.9739559 8.491792, 76.9737984 8.4915613)",199
304987362,7532124109,27.947158733804514,secondary,"LINESTRING (76.9739559 8.491792, 76.9740975 8.4920007)",200
304987362,12086829296,129.9093212365576,secondary,"LINESTRING (76.9739559 8.491792, 76.9737084 8.4918944, 76.9731751 8.4921213, 76.9729133 8.4923239)",201
304987375,7513583621,157.83329525137216,secondary,"LINESTRING (76.96687 8.4936385, 76.9667358 8.4936685, 76.9666239 8.4937274, 76.9665095 8.4937876, 76.9664743 8.4938058, 76.9659687 8.4941213, 76.9657338 8.494182, 76.965675 8.4941938, 76.9656327 8.4942063, 76.9655862 8.4942385)",202
304987375,11219551379,76.63476470465382,secondary,"LINESTRING (76.96687 8.4936385, 76.9670145 8.4935691, 76.9671764 8.4935035, 76.9672617 8.4934652, 76.9675232 8.4934092)",203
304987383,3513810200,65.18880943378198,secondary,"LINESTRING (76.9627381 8.4955929, 76.962272 8.4959551)",204
304987383,7518480166,36.78192006140805,secondary,"LINESTRING (76.9627381 8.4955929, 76.96289 8.4954536, 76.9629827 8.4953673)",205
304987383,7498247413,65.70330112386594,tertiary,"LINESTRING (76.9627381 8.4955929, 76.9625238 8.4956889, 76.9621943 8.4958376)",206
304987394,11626179130,126.68292888581908,residential,"LINESTRING (76.9592215 8.5008408, 76.9592262 8.5006961, 76.9592057 8.500139, 76.959191 8.4997022)",207
304987394,5703708073,42.63275941637036,primary,"LINESTRING (76.9592215 8.5008408, 76.9591085 8.5008436, 76.9590137 8.5008436, 76.9589393 8.5008303, 76.9588407 8.5007969)",208
304987394,7514174146,88.66186745974598,secondary,"LINESTRING (76.9592215 8.5008408, 76.9593699 8.5007286, 76.9595047 8.5005785, 76.9596149 8.5003281, 76.9596676 8.5001995)",209
304987394,3432203746,28.861447804168442,residential,"LINESTRING (76.9592215 8.5008408, 76.9593194 8.5007999, 76.9594518 8.500718)",210
304987394,5703708027,27.230545140938645,secondary,"LINESTRING (76.9592215 8.5008408, 76.9591028 8.5008866, 76.9589909 8.50093)",211
304987425,7514174157,50.76741859577269,tertiary,"LINESTRING (76.9617961 8.4959468, 76.9613578 8.4960901)",212
304987425,11224196296,59.85425977521476,tertiary,"LINESTRING (76.9617961 8.4959468, 76.961529 8.4958368, 76.9612913 8.4957457)",213
304987501,7013062491,40.22143935588324,secondary,"LINESTRING (76.971395 8.4848513, 76.9711724 8.4845643)",214
304987501,6975494619,56.44715582096546,secondary,"LINESTRING (76.971395 8.4848513, 76.9714203 8.4849051, 76.9715508 8.4851279, 76.9716496 8.4852918)",215
304987501,1715820066,101.23598122741555,tertiary,"LINESTRING (76.971395 8.4848513, 76.9717686 8.48477, 76.9721731 8.4847031, 76.9722992 8.4846822)",216
304987502,12088221011,53.76665018494554,secondary,"LINESTRING (76.9719366 8.4858357, 76.9721029 8.4862904)",217
304987502,6975494619,68.2200376362517,secondary,"LINESTRING (76.9719366 8.4858357, 76.9716496 8.4852918)",218
304987502,12086829367,245.8805475504256,tertiary,"LINESTRING (76.9719366 8.4858357, 76.9717003 8.4859239, 76.9712021 8.4860557, 76.9710117 8.4861315, 76.9704267 8.4863013, 76.9702765 8.4863384, 76.9702028 8.4863265, 76.9701451 8.486292, 76.9700727 8.4861753, 76.9700351 8.486101, 76.9699641 8.4860665, 76.9699101 8.4860693)",219
304987509,3248714379,32.85846934241528,secondary,"LINESTRING (76.9730051 8.4901033, 76.972934 8.4898964, 76.972909 8.4898235)",220
304987509,2709012473,41.839486411300626,secondary,"LINESTRING (76.9730051 8.4901033, 76.9730353 8.4903166, 76.9730274 8.4904773)",221
305238952,12074589200,24.805404361586046,secondary,"LINESTRING (76.8961083 8.4994543, 76.8959527 8.4996158)",222
305238952,7492148135,52.507728175745534,secondary,"LINESTRING (76.8961083 8.4994543, 76.8964508 8.4991253)",223
305238952,7470427826,81.71243106713375,residential,"LINESTRING (76.8961083 8.4994543, 76.8961427 8.4994828, 76.8961798 8.4995137, 76.8962069 8.4995362, 76.8962293 8.4995548, 76.8962602 8.4995804, 76.8962813 8.499598, 76.8962994 8.4996131, 76.8963353 8.4996442, 76.8963533 8.49966, 76.8963808 8.499684, 76.896417 8.4997157, 76.8964727 8.4997644, 76.8964973 8.499786, 76.8965203 8.4998061, 76.8965414 8.4998245, 76.8965657 8.4998458, 76.8966751 8.4999291)",224
305239076,305239324,147.3819035856494,residential,"LINESTRING (76.8981271 8.5017577, 76.8981771 8.5017105, 76.8982408 8.5016992, 76.8983175 8.5017305, 76.8984447 8.5018224, 76.8985507 8.5019177, 76.8986337 8.5020046, 76.8987347 8.5021019, 76.8988326 8.5021963, 76.8989563 8.5023156, 76.8991362 8.502489)",225
305239076,7498232860,143.21557901347865,residential,"LINESTRING (76.8981271 8.5017577, 76.8980552 8.5016752, 76.8979066 8.5015059, 76.8977826 8.5013667, 76.897705 8.5012805, 76.8976395 8.5012079, 76.8975549 8.501114, 76.8975044 8.5010579, 76.8974392 8.5009856, 76.8973959 8.5009375, 76.8973263 8.5008553, 76.8972727 8.500786)",226
305239076,6595643172,242.67036777256288,residential,"LINESTRING (76.8981271 8.5017577, 76.8975883 8.5023707, 76.8973036 8.5026886, 76.8968815 8.5031096, 76.8966303 8.5033598)",227
305239077,305239143,150.13087993556996,residential,"LINESTRING (76.8959041 8.5041041, 76.8964392 8.5045681, 76.8969419 8.5049811)",228
305239077,7470427797,69.91995737021185,residential,"LINESTRING (76.8959041 8.5041041, 76.8961913 8.5037665, 76.8963312 8.5036398)",229
305239143,6595643181,38.960058862254584,residential,"LINESTRING (76.8969419 8.5049811, 76.8972054 8.5052153)",230
305239143,305239077,150.13087993556996,residential,"LINESTRING (76.8969419 8.5049811, 76.8964392 8.5045681, 76.8959041 8.5041041)",231
305239143,12079387011,45.42358510972429,residential,"LINESTRING (76.8969419 8.5049811, 76.897189 8.5046906, 76.8972078 8.5046685)",232
305239171,12079386995,163.75742405343073,residential,"LINESTRING (76.8987242 8.5064737, 76.897844 8.5057277, 76.897802 8.5056921, 76.8975896 8.50552)",233
305239171,12079387026,290.44373618435066,secondary,"LINESTRING (76.8987242 8.5064737, 76.8998609 8.5053132, 76.9001521 8.5050036, 76.9005471 8.5045838)",234
305239171,6965329778,254.97643919431178,secondary,"LINESTRING (76.8987242 8.5064737, 76.8983439 8.5068894, 76.897847 8.5073702, 76.89724 8.5079576, 76.8970649 8.5080674)",235
305239324,305239342,402.3766793539115,residential,"LINESTRING (76.8991362 8.502489, 76.8997204 8.5030457, 76.8999731 8.5032329, 76.9001656 8.5030745, 76.9008869 8.5023315, 76.9017851 8.503177)",236
305239324,305239076,147.3819035856494,residential,"LINESTRING (76.8991362 8.502489, 76.8989563 8.5023156, 76.8988326 8.5021963, 76.8987347 8.5021019, 76.8986337 8.5020046, 76.8985507 8.5019177, 76.8984447 8.5018224, 76.8983175 8.5017305, 76.8982408 8.5016992, 76.8981771 8.5017105, 76.8981271 8.5017577)",237
305239324,12079387014,81.08620573130612,residential,"LINESTRING (76.8991362 8.502489, 76.8989739 8.5026666, 76.8987012 8.5029651, 76.8986418 8.50303)",238
305239342,12079387178,355.22017075658596,secondary,"LINESTRING (76.9017851 8.503177, 76.9035749 8.5012456, 76.9037994 8.5010033, 76.9039675 8.5008219)",239
305239342,12079387026,207.3831861375491,secondary,"LINESTRING (76.9017851 8.503177, 76.9005967 8.5045311, 76.9005471 8.5045838)",240
305239342,305239324,402.3766793539115,residential,"LINESTRING (76.9017851 8.503177, 76.9008869 8.5023315, 76.9001656 8.5030745, 76.8999731 8.5032329, 76.8997204 8.5030457, 76.8991362 8.502489)",241
305239752,7514394565,58.47590635571814,tertiary,"LINESTRING (76.9009773 8.5069922, 76.9014177 8.5072869)",242
305239752,6965622737,65.41074299251358,tertiary,"LINESTRING (76.9009773 8.5069922, 76.9005563 8.5069806, 76.9003844 8.5070048)",243
305239752,7498573527,181.9174840913551,residential,"LINESTRING (76.9009773 8.5069922, 76.9011802 8.506746, 76.9013005 8.506557, 76.9013713 8.506466, 76.9014704 8.506347, 76.9015907 8.5062629, 76.901796 8.5062909, 76.9018856 8.5061381, 76.9019424 8.5060279, 76.9020036 8.5058636)",244
305239755,305239756,62.7386799723177,tertiary,"LINESTRING (76.8975197 8.5099972, 76.8973012 8.5105184)",245
305239755,12079375435,16.61000631751934,tertiary,"LINESTRING (76.8975197 8.5099972, 76.8976394 8.5099061)",246
305239755,7498513170,40.472975906013424,residential,"LINESTRING (76.8975197 8.5099972, 76.8975984 8.5100503, 76.8976692 8.5101133, 76.8977329 8.5101413, 76.897832 8.5101833)",247
305239756,305239755,62.7386799723177,tertiary,"LINESTRING (76.8973012 8.5105184, 76.8975197 8.5099972)",248
305239756,7498533257,113.12194919791601,residential,"LINESTRING (76.8973012 8.5105184, 76.8974246 8.510571, 76.8975158 8.510611, 76.8975984 8.5106943, 76.8977046 8.5108063, 76.8977683 8.5108903, 76.8978533 8.5109813, 76.8979453 8.5110373, 76.8979807 8.5111353, 76.8980231 8.5111984)",249
305410386,568369489,21.509236682005433,tertiary,"LINESTRING (76.9670306 8.5307521, 76.9669567 8.530573)",250
305410386,12086506882,103.91734513020536,tertiary,"LINESTRING (76.9670306 8.5307521, 76.9671494 8.5311075, 76.9672647 8.5314236, 76.9673449 8.5316333)",251
305410386,12086506889,125.00417915679473,residential,"LINESTRING (76.9670306 8.5307521, 76.967192 8.5307351, 76.9674059 8.5307617, 76.9675836 8.5308088, 76.9676976 8.5307232, 76.9677665 8.5308107, 76.9677859 8.5308964, 76.9678125 8.5309857, 76.9678125 8.5310627, 76.9678284 8.5311187)",252
305410411,6988758655,12.973983280423619,tertiary,"LINESTRING (76.9740373 8.54719, 76.9739279 8.5472337)",253
305410411,5703629496,135.88517520302946,primary,"LINESTRING (76.9740373 8.54719, 76.9740261 8.5470886, 76.9740076 8.5470427, 76.9739807 8.5469836, 76.9739121 8.5468633, 76.9737812 8.546618, 76.9736459 8.546386, 76.9734858 8.546105)",254
305410411,1927154849,217.87968682335955,primary,"LINESTRING (76.9740373 8.54719, 76.9740772 8.5473504, 76.9741014 8.5474736, 76.9740906 8.547634, 76.9740212 8.5479717, 76.9739827 8.5481619, 76.9739338 8.5483841, 76.9739078 8.548552, 76.9738864 8.5486603, 76.9738647 8.5487652, 76.9738184 8.5489404, 76.9737711 8.549016, 76.9737246 8.5490872)",255
305410411,306347422,86.6733584508919,tertiary,"LINESTRING (76.9740373 8.54719, 76.9744347 8.5470653, 76.9747821 8.5469357)",256
305410414,6970953497,160.55284164337226,primary,"LINESTRING (76.973402 8.5496169, 76.9733616 8.5498477, 76.973356 8.5499413, 76.9733614 8.5502036, 76.9734367 8.550369, 76.9734827 8.5504836, 76.9738487 8.5508962)",257
305410414,1927154849,69.21706329491248,primary,"LINESTRING (76.973402 8.5496169, 76.9734367 8.5495358, 76.9734859 8.5494157, 76.9735425 8.5493305, 76.9736277 8.5492072, 76.9737246 8.5490872)",258
305410414,7518164691,203.05934766991567,residential,"LINESTRING (76.973402 8.5496169, 76.9732318 8.5495833, 76.9731047 8.5495693, 76.9729306 8.5495546, 76.9728516 8.5495513, 76.9727971 8.5495474, 76.9727528 8.5495414, 76.9727213 8.54953, 76.9727061 8.5495103, 76.9726818 8.5494706, 76.9725216 8.5491296, 76.9722533 8.5486734, 76.9721525 8.5485348)",259
306248868,306248869,37.28939409196628,tertiary,"LINESTRING (76.9628255 8.5640048, 76.9627035 8.5636919)",260
306248868,7491197132,419.05761451041417,residential,"LINESTRING (76.9628255 8.5640048, 76.9630631 8.5638952, 76.9632924 8.5638226, 76.96344 8.5638229, 76.9636549 8.5638631, 76.9636791 8.5638636, 76.9637016 8.5638606, 76.9637279 8.5638418, 76.9637425 8.5638091, 76.9637555 8.5637169, 76.9637702 8.5636948, 76.9637868 8.563685, 76.9638105 8.5636741, 76.9638394 8.5636634, 76.9638786 8.5636547, 76.9642794 8.5635777, 76.9646829 8.5634482, 76.9647162 8.5634298, 76.9647435 8.5634093, 76.9649606 8.5632437, 76.9652127 8.5630103, 76.9653989 8.5628061, 76.9657224 8.5623128, 76.9657338 8.5622716, 76.9657264 8.5622304, 76.9656919 8.5621811, 76.9656801 8.5621599, 76.9656776 8.562139)",261
306248869,306248868,37.28939409196628,tertiary,"LINESTRING (76.9627035 8.5636919, 76.9628255 8.5640048)",262
306248869,306248872,174.1076534433542,tertiary,"LINESTRING (76.9627035 8.5636919, 76.9624561 8.5636116, 76.9623533 8.5636066, 76.9622132 8.5636279, 76.9620047 8.5637286, 76.9617888 8.5637725, 76.96164 8.5637561, 76.9612759 8.5634526)",263
306248869,9768716847,142.12730531503686,tertiary,"LINESTRING (76.9627035 8.5636919, 76.962809 8.5634037, 76.9632129 8.5625179)",264
306248872,8856177605,48.719249067690875,tertiary,"LINESTRING (76.9612759 8.5634526, 76.9609308 8.5631778)",265
306248872,8853172586,45.930646756479184,residential,"LINESTRING (76.9612759 8.5634526, 76.9614674 8.5630855)",266
306248872,306248869,174.10765344335422,tertiary,"LINESTRING (76.9612759 8.5634526, 76.96164 8.5637561, 76.9617888 8.5637725, 76.9620047 8.5637286, 76.9622132 8.5636279, 76.9623533 8.5636066, 76.9624561 8.5636116, 76.9627035 8.5636919)",267
306248876,306248877,49.53167941560806,tertiary,"LINESTRING (76.9593924 8.5628889, 76.9590696 8.5625782)",268
306248876,8856155214,42.624200833741966,tertiary,"LINESTRING (76.9593924 8.5628889, 76.9595879 8.5629674, 76.9597599 8.5630072)",269
306248876,11222865813,89.19404141661754,residential,"LINESTRING (76.9593924 8.5628889, 76.9594578 8.5627185, 76.9594639 8.562618, 76.9594523 8.5624097, 76.9594338 8.562367, 76.9594169 8.5623533, 76.9593922 8.5623381, 76.9592844 8.5623, 76.959269 8.5622863, 76.9592644 8.5622665, 76.9592526 8.5622079)",270
306248877,7786978485,9.465789080246008,tertiary,"LINESTRING (76.9590696 8.5625782, 76.9590033 8.5625239)",271
306248877,306248876,49.53167941560806,tertiary,"LINESTRING (76.9590696 8.5625782, 76.9593924 8.5628889)",272
306248877,11222865813,45.82920378996633,residential,"LINESTRING (76.9590696 8.5625782, 76.9592526 8.5622079)",273
306248961,7491164874,490.9113103825301,residential,"LINESTRING (76.9669564 8.5590353, 76.9685727 8.5583915, 76.9690233 8.5580785, 76.969651 8.5575905, 76.9697115 8.5575563, 76.9697459 8.5575416, 76.9697779 8.5575337, 76.9701458 8.5574724, 76.9702209 8.5574437, 76.9703014 8.5574155, 76.9703823 8.5573787, 76.9704449 8.5573226, 76.9706059 8.5571432, 76.9706882 8.5570106, 76.9707281 8.556949, 76.9707524 8.5569099)",274
306248961,6986492376,881.6635198826056,tertiary,"LINESTRING (76.9669564 8.5590353, 76.9671256 8.55841, 76.9671881 8.5583061, 76.9672829 8.5582022, 76.9675124 8.5580175, 76.9678279 8.5576723, 76.9682427 8.5571974, 76.9683115 8.5570642, 76.968439 8.5568265, 76.9688373 8.5557299, 76.9690492 8.5552433, 76.9690797 8.5551508, 76.9692666 8.5545849, 76.9696437 8.5540808, 76.9696639 8.553954, 76.9696591 8.5538678, 76.9697491 8.5535738, 76.9697262 8.5532594, 76.9697082 8.5529886, 76.9696773 8.552871, 76.9696385 8.5527232, 76.9695472 8.5525901, 76.9693983 8.5524282, 76.9692717 8.5522912, 76.9692487 8.5522563, 76.9690697 8.5521386)",275
306248961,7786961689,382.0233809575243,tertiary,"LINESTRING (76.9669564 8.5590353, 76.966614 8.5593642, 76.9654038 8.5604229, 76.9642928 8.5612343)",276
306248981,7491197208,9.634714698389002,tertiary,"LINESTRING (76.971673 8.5478211, 76.9716018 8.5478716)",277
306248981,6988758655,261.53142240083804,tertiary,"LINESTRING (76.971673 8.5478211, 76.9721192 8.5475813, 76.972235 8.5475254, 76.9723693 8.5474711, 76.9724609 8.5474625, 76.9727281 8.547459, 76.9729034 8.547475, 76.9731035 8.5474719, 76.9733076 8.547433, 76.9734778 8.5473934, 76.9736519 8.5473407, 76.9739279 8.5472337)",278
306248981,7491529424,203.45160718927525,residential,"LINESTRING (76.971673 8.5478211, 76.9709117 8.5468043, 76.9704758 8.5464398)",279
306347422,2889111278,7.365639675154965,tertiary,"LINESTRING (76.9747821 8.5469357, 76.9748429 8.5469079)",280
306347422,305410411,86.6733584508919,tertiary,"LINESTRING (76.9747821 8.5469357, 76.9744347 8.5470653, 76.9740373 8.54719)",281
306347422,12086413480,43.89626404288931,residential,"LINESTRING (76.9747821 8.5469357, 76.9747041 8.5469341, 76.9746478 8.5469491, 76.9746279 8.5469281, 76.9745872 8.5468498, 76.9745635 8.5467861, 76.9746329 8.5467552)",282
309625574,6975985266,46.53813334037133,residential,"LINESTRING (76.9744342 8.5136763, 76.9744627 8.513758, 76.9744637 8.5137882, 76.9744575 8.5138235, 76.9744445 8.5138471, 76.9744045 8.5138792, 76.9743481 8.5139111, 76.9742354 8.5139654)",283
309625574,6978677964,301.3915962887356,secondary,"LINESTRING (76.9744342 8.5136763, 76.9745196 8.5136839, 76.974583 8.5136966, 76.9749885 8.5138175, 76.975763 8.5140663, 76.9759735 8.5140981, 76.9763464 8.5141034, 76.9767932 8.5140306, 76.976927 8.5140162, 76.977104 8.5139892)",284
309625574,4007140942,108.90006163283793,secondary,"LINESTRING (76.9744342 8.5136763, 76.9743004 8.5136779, 76.974076 8.5136281, 76.9734798 8.5134378)",285
